Produit_PK,Produit_ID,EntiteRattachement_FID,BrancheAssurance_FID,Produit_CODE,LibelleCourt_NOM,LibelleLong_NOM,FamilleProduit_NOM,StatutProduit_NOM,TypeOffre_NOM,TNS_FLAG,LoiEvin_FLAG,Produit_DATECRE,Produit_DATEMOD,Produit_DEBUTVAL,Produit_FINVAL
5140,aRKfV0000RHg3,qjmjF0000RH07,e,SC_RPCS_01,RPCS COLL,RPCS COLLECTIF,collectif,validé,CONVENTIONNEL,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5147,aRKfV0000RJI3,qjmjF0000RH07,e,SC_ETOARM,ETOILE ARMOR COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5164,aRKfV0000RL7R,qjmjF0000RH07,e,SC_SOFAGEST,SOFAGEST COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5166,aRKfV0000RIr7,qjmjF0000RH07,e,SI_TAQUI_01,TAQUIPNEU EVIN,TAQUIPNEU EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5169,aRKfV0000RJsL,qjmjF0000RH07,d,PC_PEYROTIN,PEYROT INVESTISSEMENTS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5179,aRKfV0000RLUZ,qjmjF0000RH07,d,PC_SIREJOL2,SIREJOLS 2 HAMECHER,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5200,aRKfV0000RIpB,qjmjF0000RH9n,e,SI_GPPI_01,GP PILOTE EVIN,GP PILOTE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5207,aRKfV0000RKqp,qjmjF0000RH07,d,PC_GERBIE_1,DAVID GERBIER 1 GROUPE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5224,aRKfV0000RM33,qjmjF0000RH9n,e,SI_CARN_01,CARNOT EVIN,CARNOT EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5226,aRKfV0000RKEw,qjmjF0000RH07,e,SC_EVREUX,EVREUX COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5229,aRKfV0000RMtb,qjmjF0000RH07,d,PC_AKMMOTOR,AKM MOTORS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5239,aRKfV0000RMcZ,qjmjF0000RHD1,d,PC_KERPRO,KERPRO CASTEL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5260,aRKfV0000RIsW,qjmjF0000RH9n,e,SI_COPA_01,COPADEX EVIN,COPADEX EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5267,aRKfV0000RLzx,qjmjF0000RHD1,d,PC_GP,GP,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5284,aRKfV0000RNvJ,qjmjF0000RH07,e,SI_OXIS_01,OXIS EVIN,OXIS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5286,aRKfV0000RKcJ,qjmjF0000RH07,d,PC_DUCREU_1,DUCREUX 1,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5289,aRKfV0000ROsV,qjmjF0000RH07,e,SC_CARFAR,CARFAR COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5299,aRKfV0000RMsz,qjmjF0000RH07,d,PC_TAIMA,TAIMA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5320,aRKfV0000RNbx,qjmjF0000RH07,e,SI_AUVTO_01,AUVERGNE TOURING EVIN,AUVERGNE TOURING EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5327,aRKfV0000RM9W,qjmjF0000RH07,e,SI_GRM_01,GRM EVIN,GRM EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5344,aRKfV0000RO83,qjmjF0000RH07,e,SI_RPCS_03,RPCS EVIN,RPCS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5346,aRKfV0000RMSq,qjmjF0000RHD1,d,PC_LIBERTY,LIBERTY,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5349,aRKfV0000RPaN,qjmjF0000RH07,d,PC_LANDAUTO,LANDIVISIAU AUTOMOBILES,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5359,aRKfV0000RPwx,qjmjF0000RH07,e,SC_CHERBOUR,CHERBOURG EX BERREZAI 1 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5380,aRKfV0000RIPN,qjmjF0000RH07,d,PC_BODEMER,BODEMER,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5387,aRKfV0000RMca,qjmjF0000RHD1,d,PC_SYNDIFC,IFC,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5404,aRKfV0000ROEq,qjmjF0000RH07,d,PC_KERPRO_2,KERPRO CASTEL 2,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5406,aRKfV0000RHjH,qjmjF0000RH07,d,PC_RPO_01,RPO COLL,RPO COLLECTIF,collectif,validé,CONVENTIONNEL,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5409,aRKfV0000RLN8,qjmjF0000RH07,e,SC_KERMARIA,KERMARIA COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5419,aRKfV0000RLKL,qjmjF0000RH07,e,SC_GRUAU1,GRUAU 1 VENDEE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5440,aRKfV0000RJrh,qjmjF0000RH07,d,PC_STARAUTO,STAR AUTO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5447,aRKfV0000RK5Z,qjmjF0000RHJn,d,PC_SOLPR_01,IRP AUTO Solidarité-Prévention,IRP AUTO Solidarité-Prévention,collectif,validé,CONVENTIONNEL,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5464,aRKfV0000ROEz,qjmjF0000RH07,d,PC_GNFA,"GNFA ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5466,aRKfV0000RJOp,qjmjF0000RH07,d,PC_GUYOT,GUYOT,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5469,aRKfV0000RMJF,qjmjF0000RH07,e,SI_TSDPH_01,TSD PHILIBERT EVIN,TSD PHILIBERT EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5479,aRKfV0000RLUC,qjmjF0000RH07,d,PC_BERNAR_5,"BERNARD 5 TRUCKS LORRAINE ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5500,aRKfV0000RLAi,qjmjF0000RH07,d,PC_OPPIDUM,OPPIDUM AUTO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5507,aRKfV0000RKUZ,qjmjF0000RH07,d,PC_DIAN,DIAN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5524,aRKfV0000RKah,qjmjF0000RH07,e,SC_MEIGNAN,MEIGNAN LAFAY COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5526,aRKfV0000RK1D,qjmjF0000RH07,d,PC_MONTAGNE,MONTAGNE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5529,aRKfV0000RJMF,qjmjF0000RH07,e,SI_BEAUD_01,BEAUDET EVIN,BEAUDET EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5539,aRKfV0000RLaJ,qjmjF0000RH07,d,PC_MICHEL_1,MICHEL 1 GROUPE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5560,aRKfV0000RMSz,qjmjF0000RHD1,d,PC_HUWER,HUWER HIDROVIDE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5567,aRKfV0000RLUf,qjmjF0000RH07,d,PC_WARSEMAN,WARSEMANN-exRRG,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5584,aRKfV0000RMPc,qjmjF0000RH07,e,SI_PERI1_01,PERICAUD 1 EVIN,PERICAUD 1 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5586,aRKfV0000RL8Z,qjmjF0000RH07,e,SC_TRESSOL1,TRESSOL 1 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5589,aRKfV0000RLTY,qjmjF0000RH07,d,PC_MARY_2,MARY 2 - DISTRIB AUTO CAEN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5599,aRKfV0000RLgc,qjmjF0000RHD1,d,PC_VIVIER,VIVIER,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5620,aRKfV0000RIVh,qjmjF0000RH07,d,PC_BERNIER,BERNIER,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5627,aRKfV0000RN8v,qjmjF0000RH07,d,PC_S_FEUVER,SUCCESSEUR FEU VERT,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5644,aRKfV0000RNOt,qjmjF0000RH07,e,SI_EVING_01,EVIN GENERIQUE,EVIN GENERIQUE,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5646,aRKfV0000RMtS,qjmjF0000RH07,d,PC_ATRAUTO,ATR AUTO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5649,aRKfV0000RJEp,qjmjF0000RH07,d,PC_EGAUTOS,EG AUTOS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5659,aRKfV0000RM9a,qjmjF0000RH07,e,SI_PALFI_01,PALFINGER EVIN,PALFINGER EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5680,aRKfV0000RKF6,qjmjF0000RH07,e,SC_FERRFILS,FERREYRA ET FILS COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5687,aRKfV0000RNoh,qjmjF0000RH9n,e,SI_AUTOS_04,AUTO SANTE PRO EVIN,AUTO SANTE PRO EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5704,aRKfV0000RNvT,qjmjF0000RH07,e,SI_PPPL_01,PARIS PONTOIS PL EVIN,PARIS PONTOIS PL EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5706,aRKfV0000RJV0,qjmjF0000RH07,d,PC_AUTODIFF,AUTOS DIFFUSION SAINT ETIENNE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5709,aRKfV0000RP13,qjmjF0000RH07,e,SC_CARAVEN2,CAR AVENUE 2 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5719,aRKfV0000RMTe,qjmjF0000RH07,e,SI_FERRE_01,FERREYRA EVIN,FERREYRA EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5740,aRKfV0000RKFc,qjmjF0000RH07,e,SC_GGP,GGP COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5747,aRKfV0000RJsX,qjmjF0000RH07,d,PC_VIKINGS,VIKINGS AUTOMOBILES,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5764,aRKfV0000RPNn,qjmjF0000RH07,e,SC_TRESSOL5,TRESSOL 5 EX GGPYR COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5766,aRKfV0000RKNn,qjmjF0000RH07,d,PC_SAPHIR_2,SAPHIR 2 ETAMPES TRUCKS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5769,aRKfV0000RLmt,qjmjF0000RH07,d,PC_SYNETHIS,SYNETHIS-exRRG,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5779,aRKfV0000RN2L,qjmjF0000RH07,d,PC_S_PROS_1,SUCCESSEUR PROSECA 1,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5800,aRKfV0000RNfX,qjmjF0000RH07,e,SI_EGAUT_01,EG AUTOS EVIN,EG AUTOS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5807,aRKfV0000RLJs,qjmjF0000RH07,e,SC_RENTCAR1,RENT A CAR 1 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5824,aRKfV0000RQAB,qjmjF0000RH07,e,SC_GAP,GAP EX MAURIN 1 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5826,aRKfV0000RKu3,qjmjF0000RH07,e,SC_QPARKDEF,QPARK PARIS LA DEFENSE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5829,aRKfV0000RNIU,qjmjF0000RH07,d,PC_FREY_7,EFF - SIVAM,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5839,aRKfV0000RO26,qjmjF0000RHD1,d,PC_IENAGEN,IENA GEN,IENA GEN,collectif,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5860,aRKfV0000RJrX,qjmjF0000RH07,d,PC_VIS,V.I.S.,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5867,aRKfV0000RMz6,qjmjF0000RH07,d,PC_S_PROS_2,SUCCESSEUR PROSECA 2,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5884,aRKfV0000RIc9,qjmjF0000RH07,d,PC_RRG,RRG,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5886,aRKfV0000ROsB,qjmjF0000RH07,e,SC_AURILIS,AURILIS COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5889,aRKfV0000RKyF,qjmjF0000RH07,d,PC_DELORME,DELORME,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5899,aRKfV0000RIST,qjmjF0000RH07,e,SC_KERPRO,KER PRO COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5920,aRKfV0000RL9G,qjmjF0000RH07,e,SC_VULCAIN1,VULCAIN 1 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5927,aRKfV0000RPaX,qjmjF0000RH07,e,SC_ANCGC_02,ANCIENNES GAMMES REGIMES COLL,ANCIENNES GAMMES REGIMES COLLECTIFS,collectif,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
